,A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
487,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
488,3.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
489,2.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,9.0,2.0,3.0,0.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
490,1.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,3.0,1.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
491,3.0,0.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
492,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,-0.0,2.0,-0.0,1.0,1
493,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,-0.0,1.0,-0.0,1.0,1
494,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
495,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
496,3.0,0.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,-0.0,2.0,-0.0,0.0,1
497,3.0,0.0,0.0,2.0,4.0,1.0,3.0,3.0,6.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
498,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
499,0.0,0.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2
500,3.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
501,1.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
502,1.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
503,3.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,7.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
504,3.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,-0.0,2.0,-0.0,0.0,1
505,0.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
506,0.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,1
507,1.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,7.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
508,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
509,3.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
510,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
511,3.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
512,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
513,1.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
514,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,0.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2
515,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
516,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
517,3.0,1.0,0.0,2.0,4.0,1.0,3.0,4.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
518,0.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,2
519,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
520,3.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
521,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
522,3.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
523,3.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
524,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
525,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
526,3.0,0.0,4.0,2.0,4.0,1.0,0.0,4.0,6.0,4.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
527,3.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,1
528,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
529,1.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
530,1.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,7.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,-0.0,0.0,1
531,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
532,1.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
533,3.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
534,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
535,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-0.0,0.0,2
536,0.0,1.0,4.0,0.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
537,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,0.0,2.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
538,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
539,1.0,1.0,4.0,0.0,2.0,1.0,1.0,4.0,9.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1
540,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
541,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
542,3.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
543,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
544,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,2
545,0.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
546,3.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1
547,3.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
548,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,9.0,2.0,2.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
549,1.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-0.0,0.0,1
550,3.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
551,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
552,3.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,7.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
553,1.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
554,3.0,0.0,0.0,2.0,3.0,1.0,2.0,4.0,8.0,2.0,1.0,1.0,3.0,0.0,1.0,-0.0,1.0,2.0,-0.0,0.0,1
555,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
556,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
557,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
558,1.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
559,3.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
560,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
561,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
562,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
563,0.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
564,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
565,0.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,-0.0,0.0,1
566,1.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
567,3.0,0.0,3.0,0.0,4.0,1.0,0.0,4.0,9.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
568,1.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
569,0.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,2
570,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,2
571,0.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
572,1.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,9.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2
573,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
574,3.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
575,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
576,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
577,1.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
578,3.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,2
579,2.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
580,0.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
581,1.0,0.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
582,3.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
583,3.0,0.0,4.0,0.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
584,0.0,0.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
585,2.0,0.0,1.0,2.0,4.0,2.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
586,0.0,0.0,3.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
587,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,-0.0,1.0,1.0,-0.0,1.0,1
588,3.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
589,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,-0.0,3.0,-0.0,0.0,1
590,1.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
591,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
592,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,9.0,4.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
593,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
594,3.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,9.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2
595,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
596,0.0,0.0,0.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
597,3.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
598,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
599,1.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
600,3.0,1.0,2.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
601,3.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,7.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
602,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
603,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
604,1.0,0.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
605,3.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
606,1.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
607,3.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,7.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,-0.0,0.0,1
608,3.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
609,3.0,0.0,0.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
610,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
611,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,2
612,1.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,6.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
613,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2
614,3.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
615,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,3.0,-0.0,1.0,2.0,-0.0,0.0,1
616,3.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,9.0,3.0,1.0,0.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
617,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
618,3.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
619,2.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
620,0.0,0.0,0.0,2.0,4.0,2.0,2.0,4.0,7.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
621,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,7.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1
622,1.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
623,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
624,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,2
625,3.0,1.0,0.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
626,0.0,0.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
627,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
628,3.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
629,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,9.0,0.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
630,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
631,2.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
632,0.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
633,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
634,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,-0.0,2.0,-0.0,0.0,1
635,2.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,7.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.0,1.0,-0.0,0.0,1
636,3.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,-0.0,1.0,2.0,1.0,0.0,1
637,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
638,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
639,0.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,0.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2
640,2.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
641,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,9.0,4.0,2.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,1.0,0.0,1
642,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
643,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
644,3.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,9.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
645,3.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
646,3.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
647,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
648,3.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
649,3.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
