A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
0,0,1.170788478,2,4,1,1.585394239,1.829211522,5.487634565,3.170788478,1.585394239,0.585394239,1,0,2,23.41460576,39.21908641,1.585394239,4292.194356,0,2
0.587564933,0.587564933,0,2,4,1,1.412435067,4,0,3.412435067,1.649740269,1,2,0,2.175129865,52.36165587,13.42383121,1.412435067,1204.875649,0,2
0,0.952961932,0,2,3.047038068,1,0.094076137,4,4.764809658,2.094076137,2.094076137,1,2.952961932,0,1,47.61149489,18.28222841,1.047038068,1216.153315,0,2
0,0,2.924051166,2,2,1,2,4,4.641350389,2,2,0.358649611,1,0,1.641350389,26.86919689,18.2278465,1,1277.510547,0,2
0,0,1,2,2,1,2,4,4,2,2,1,1,0,1,32,24,1,1282,0,2
0.733931149,0.266068851,0,2,2.266068851,1,1,3.467862297,2.935724594,3.467862297,1.532137703,1,2,0.266068851,1.266068851,26.59641311,39.41255412,1.733931149,4764.890888,0,2
1,0,0,2,2,1,1,4,4,4,1,1,2,0,1,25,45,2,4746,0,2
1.445136571,0.554863429,0,1.554863429,2,1,0.554863429,3.445136571,3.445136571,2.554863429,0.890273142,1,1.445136571,0.445136571,2.554863429,35.33540971,21.32918057,1,2080.024917,0,2
1.240554293,0.379722854,0,1.379722854,1.620277146,1,0.759445707,3.240554293,5.898614269,2.379722854,2.379722854,1,2,0.620277146,2,32.0636029,24.83501137,1.379722854,2117.087528,0,2
0,0.010570406,0,1.010570406,4,1,3,4,1.021140812,4,3.968288782,1.978859188,1,0.010570406,1,57.63003579,47.87315513,2,6143.909055,0,2
0,0.009012701,0,0.990987299,3.990987299,1,3,4,1.054076206,4,3.981974598,1.990987299,1.009012701,0,1.009012701,57.72060627,47.92789839,1.990987299,6141.693158,0,2
0.246883827,0.246883827,0,0,2.493767653,1,1.493767653,4,0,3.753116173,2.493767653,0.493767653,2.753116173,1.506232347,2,38.92521184,23.95014122,2,2232.531162,0.753116173,2
1,1,0,0,4,1,3,4,0,3,4,2,2,0,2,57,36,2,2225,0,2
1,1,4,2,1,1,3,2,4,2,0,1,2,0,3,52,12,1,6468,0,2
1,0.839442728,3.518328183,2,1.160557272,1,2.678885456,2.160557272,3.357770911,2,0.481671817,1,2,0,2.839442728,47.50439638,17.7800618,1,6482.771269,0,2
0,1,0,2,4,1,3,4,3,4,1,0,1,1,1,23,36,2,6229,0,2
0.431145522,0.568854478,0,2,4,1,3,4,4.724582086,3.568854478,2.293436565,0.862291043,1.431145522,0.568854478,1.431145522,34.64092908,41.17374626,1.568854478,6226.844272,0,2
1,1,0,2,4,1,3,4,9,0,4,2,2,0,3,61,36,1,1953,0,2
0.63165212,0.63165212,0,2,3.63165212,1,2.26330424,4,7.158260601,0.73669576,2.894956361,1.63165212,1.26330424,0,2.63165212,50.31791149,31.57982544,1,1947.474782,0,2
1.138839915,0.069419958,0,0.069419958,4,1,3,4,7,1.069419958,2.930580042,2,1.069419958,0,1.069419958,34.20825987,24.83303949,1,1835.750441,0,2
2.639520146,1,0,1.120159951,4,1,2.879840049,4,6.158880341,2,1.879840049,1.879840049,1.879840049,0,2,36.63952015,36,1,1821.763679,0,2
2.889652789,0.036782404,0.147129615,2,2.073564808,1,2.036782404,2.073564808,3.147129615,2,1.110347211,0.036782404,1.036782404,0.963217596,2.036782404,19.77243048,9.993124903,1.963217596,1979.889653,0,2
0,0.628038043,2.512152173,2,3.628038043,1,2.256076086,4,5.884114129,2,2.884114129,1,1.256076086,0,2.628038043,37.02430435,31.53645652,1,1962.493484,0,2
0,0.70345447,0,0.593091061,3.70345447,1,0.593091061,1.889636591,1.186182121,3.406908939,3.110363409,0.29654553,1.29654553,0,2,33.29654553,25.11709273,2.406908939,3965.703454,0,2
0,0.915230027,0,2,2.084769973,1,1.084769973,3.084769973,0.33907989,2,1.915230027,1,1.084769973,0,2,29.42384986,17.28878926,1,3959.50862,0,2
1.776588443,0.592196148,2.36878459,1.592196148,2.223411557,1,2.407803852,2.223411557,2.776588443,2.815607705,2.223411557,1.407803852,1,0,1.592196148,49.70925393,33.78729246,2,6024.56077,0,2
0.438422571,1,0.584563429,0.292281714,2.707718286,1,2.853859143,3.561577429,6.561577429,3.707718286,1.853859143,1,1.853859143,0,2,29.48439457,37.66174629,1.146140857,5989.962253,0,2
0.086500444,0,0.259501333,2,3,1.086500444,0.259501333,4,6.086500444,0.346001778,3.086500444,1.086500444,2,0,2,28.34600178,11.74049867,2,1110.422012,0,2
2.786328728,0,1.857552486,2,3.928776243,1,1.857552486,4,3.213671272,1.857552486,2.071223757,0.071223757,1.071223757,0,1.071223757,28.92877624,12,1.071223757,1121.931644,0,2
1.840133952,0,1.680267903,1.159866048,3,2,1.579933024,4,4,2.840133952,4,1,1.579933024,0,1.579933024,35.3197321,13.73979907,1,799.8996651,0,2
1.17874153,0,1.571655373,1.214172313,3.607086157,1.392913843,1,4,5.82125847,2.785827687,2.17874153,1,1,0,1.607086157,45.14172313,12,1,795.7858277,0,2
1.981154995,0.490577498,0,1.018845005,3.490577498,1.490577498,3,3.018845005,4.584802521,1,4,0.490577498,1.490577498,0,2.490577498,49.18845005,33.28267507,1.490577498,6436.604255,0,2
3,1,0,0,4,2,3,2,0,1,4,1,2,0,3,39,18,2,6458,0,2
3,1,0,1,2,1,0,4,0,4,2,1,1,0,2,25,36,2,7855,0,2
1.9141356,0.6380452,0,1.3619548,2.7239096,1,0.7239096,3.2760904,3.257593199,2.9141356,2.3619548,0.6380452,1,0.7239096,2,29.3434576,40.3434576,1.6380452,7793.467684,0,2
0,1,4,2,3,1,2,4,4,2,3,1,1,0,3,30,42,1,7174,0,2
0,0.966084405,3.86433762,2,3.033915595,1.033915595,2.033915595,3.966084405,3.966084405,1.93216881,2.966084405,1.033915595,1.033915595,0,2.966084405,30.78005868,42.20349357,1.033915595,7172.134642,0,2
0.573742504,0,1.426257496,2,4,1,2,2.721227513,6.442455025,1.705029983,2,0.426257496,1,0,1.426257496,24.72122751,31.27877249,2,4280.426257,0,2
0.368020121,0,1.631979879,2,4,1,2,2.104060364,5.208120727,2.527919515,2,0.631979879,1,0,1.631979879,24.10406036,31.89593964,2,4280.63198,0,2
2.83746431,1,0,1.054178563,3.891642873,1,2.83746431,3.945821437,6.83746431,2,2,1.945821437,1.945821437,0,2,36.34985724,35.18732155,1.054178563,1819.866857,0,2
0,1,0,2,2,1,0,3,4,2,2,1,1,0,2,25,21,2,1835,0,2
1,0,4,2,3,1,0,4,3,2,1,0,1,0,2,27,18,1,1924,0,2
1,0,1.539973001,2,2.38499325,1,0.61500675,4,3,2,1.61500675,0.61500675,1.61500675,0,1.38499325,33.1500675,14.3099595,1,1922.769987,0,2
1.03466347,0,0,2,1.96533653,1,1.93067306,4,6.10399041,1.96533653,1.96533653,1,1.96533653,0,1.93067306,29.86134612,12,1,637.9600959,0,2
0.17171658,0,0,2,2.82828342,1,2,4,1.030299479,2,2,1,2,0,1.17171658,28.34343316,9.515149739,1,651.4242513,0,2
0,0,0,2,2,1,0,3,0,4,2,1,1,1,2,29,12,2,3499,0,2
0,0,0,2,1.608380809,1,0.391619191,2.608380809,2.741334339,3.608380809,1.608380809,1,1.391619191,0.608380809,2,27.82514243,15.52457272,2,3465.712369,0,2
0,1,0,0.40888704,1.81777408,1,1,2.81777408,4.63554816,1.81777408,1.40888704,1,0.81777408,0,2,44.36893696,28.90664448,1,6878.133306,0,2
0,1,0,1.41064066,2.58935934,1,1.41064066,3.58935934,5.768078021,2.58935934,2,1,1.58935934,0,2,29.82128132,40.92768792,1,6834.027355,0,2
0.170019721,0,0.340039442,2,2.170019721,1,0,4,0.680078884,2,2.829980279,1,2,0,1.829980279,32.80078884,12,1,760.190138,0,2
1.356322013,0,1.287355975,2,2.643677987,1,0,3.643677987,4,2,2,1,1.643677987,0,1,52.45976352,10.93103396,1,758.5172377,0,2
0,0.748756,0,2,3.497512001,1,0.502487999,3.497512001,3.748756,2,1.251244,1,1.251244,0,2,31.73382801,22.492536,1,2444.778612,0,2
0,0,0,2,3.694723297,1,0.305276703,3.694723297,3,2,2.847361648,0.152638352,1.152638352,0,2,22.84736165,28.16833978,1,2414.547748,0,2
0.169796388,0,0,2,3.490610836,1,2,2.169796388,2.490610836,2,1.830203612,0,1,0,2,20.84898194,12,1,1284.207353,0,2
0,0,0,2,4,1,2,2,3,2,2,0,1,0,2,20,12,1,1282,0,2
2.270896511,0,1.513931007,2,3.513931007,1,2,4,3,2,1.513931007,0.243034496,1,0,1.243034496,29.97213799,13.45820698,1,1124.944276,0,2
1.297469565,0,0.86497971,2,2.86497971,1,2,4,3,2,0.86497971,0.567510145,1,0,1.567510145,31.27004058,15.40506087,1,1127.540081,0,2
1,1,0,2,4,1,0,4,9,4,4,1,0,0,2,31,24,2,1935,0,2
1.103956014,0.948021993,0,2,4,1,0,4,8.844065979,3.896043986,3.844065979,1,0.051978007,0,2,30.58417594,23.68813196,1.948021993,1935.415824,0,2
0.112690521,0,0,2,2.887309479,1.887309479,2,3.661928436,0.338071564,0.225381043,3.774618957,0.112690521,1.887309479,0,2,32.54923791,14.32385687,1.887309479,951.0142147,0.112690521,2
0.960182674,0,0.960182674,0.079634653,3.960182674,1.039817326,2,4,2.880548021,1.920365347,1.119451979,0,1.039817326,0,2,27.23890396,12.11945198,3.920365347,950.9601827,0,2
1.530207649,0.469792351,0,1.469792351,2,1,0.469792351,3.530207649,3.530207649,2.469792351,1.060415297,1,1.530207649,0.530207649,2.469792351,35.59062295,20.81875411,1,2083.087475,0,2
1.176571807,0.823428193,0,1.823428193,2,1,0.823428193,3.176571807,3.176571807,2.823428193,0.353143613,1,1.176571807,0.176571807,2.823428193,34.52971542,22.94056916,1,2070.356585,0,2
0,0.782816806,0,2,3.348450417,1,0.217183194,1.217183194,3.868732778,3.782816806,1.782816806,0.217183194,0.434366389,0,2.782816806,40.0907025,9.257747916,1.217183194,3390.515496,0,2
0,0,0,2,1,1,1,2,7,3,1,1,2,0,2,26,21,2,3414,0,2
0.243434928,0.081144976,0.324579903,0,3.756565072,1,2.756565072,4,0.081144976,1.918855024,3.675420097,1.918855024,1.918855024,0,3,42.89259473,46.53939043,1,7740.441697,0,2
2.339705594,1,4,0.440196271,1.660294406,1.220098135,0.220098135,3.339705594,1,1.220098135,0.880392541,1.220098135,1.220098135,0,2.779901865,52.55980373,27.35882238,1,7490.722552,0,2
2.85417657,0.04860781,0,2,1,1,2,1.04860781,8.56252971,2.95139219,1.09721562,1,0.09721562,0,2,27.80556876,36,1.95139219,9557.369049,0,2
1.163621572,0.612126143,0,2,2.836378428,1,2,2.836378428,4.102990858,3.612126143,2.224252285,1,1.224252285,0,2,25.55149543,36,2,9606.89119,0,2
1.734112005,1,1.101168008,1.367056003,2.367056003,1,0.367056003,2,9,2.632943997,2,1,0.734112005,0,3,38.80934406,31.59532797,2.367056003,4504.919616,0,2
0.044623335,0.044623335,0,1.955376665,3.91075333,1,0.955376665,2.955376665,9,2.044623335,1.044623335,0.044623335,0.955376665,0,2.044623335,24.26774001,47.46451998,1.044623335,4314.55963,0,2
0,0.412364114,2.350543543,2,2,1.587635886,1.412364114,4,1.649456457,1.824728228,1.587635886,0.587635886,1.587635886,0,1,35.46399474,22.23709234,1.587635886,1651.948369,0,2
0,0,3.510036212,1.755018106,2.122490947,1.877509053,1.122490947,4,0.367472841,1,2,1,2,0,1.122490947,40.48996379,20.63252716,1.877509053,1635.485851,0,2
0.26973767,0.26973767,2.92104932,0,2.53947534,1.26973767,2,4,0,2.53947534,4,1,1.26973767,0,2,30.88816369,22.38157398,1,906.6381322,0,2
0.881667005,0.881667005,0.473331981,0,3.763334009,1.881667005,2,4,0,3.763334009,4,1,1.881667005,0,2,35.17166903,18.70999797,1,887.6683229,0,2
0,0,0.701006084,2,1.597987832,1,1.298993916,4,2.804024336,2,2.701006084,1,2.701006084,0,1.701006084,22.39195133,11.10301825,1,668.0201217,0,2
0.551840521,0,0.448159479,0.896318958,2.103681042,1,1.551840521,2.896318958,1.792637917,2,3,1,3,0,1.448159479,22.7592026,12,1,680.0702457,0,2
3,1,1.449079405,2,2.483026468,1,1.516973532,3.033947063,6.415132342,2.516973532,2,1,2,0,3,39.52474112,30.20368238,2.483026468,4524.827388,0,2
3,1,1.737178216,2,2.368589108,1,1,2.631410892,7.737178216,2,2,1,2,0,3,45.16024751,18.31730197,1.737178216,4611.205149,0,2
1,0.373972835,0.626027165,2,3.25205433,2,2.626027165,4,9,0.74794567,2.626027165,1.626027165,2,0,1.373972835,34.74794567,40.14657046,1,3870.552071,0,2
0.269766013,0,0.269766013,2,4,2,3,4,2.427894117,1.460467974,3,2,2,0,1.730233987,42.76280784,48,1,3907.530357,0,2
0.069551892,1,0,2,2,1.069551892,1.069551892,3.069551892,0.625967031,2,2,1,1.069551892,0,2,29.48686325,15.83462271,1,3955.939717,0,2
1,1,0,2,2,2,2,4,9,2,2,1,2,0,2,36,27,1,3915,0,2
1,0,0.540127582,2,4,1,0.540127582,4,4,2,2.459872418,0.459872418,2,1.080255163,2,24.21910693,46.37961725,1.459872418,3044.3363,0,2
1,0,0.718077951,2,4,1,0.718077951,4,4,2,2.281922049,0.281922049,2,1.436155901,2,22.97345435,45.84576615,1.281922049,3039.175739,0,2
1,1,0,2,3,1,2,2,7,4,4,1,1,0,3,34,9,2,1501,0,2
1.281599021,0.85920049,0,2,2.85920049,1,2,2.281599021,6.577601469,3.718400979,3.85920049,1,1.14079951,0,2.85920049,32.31040588,9,1.85920049,1497.761611,0,2
0.393395564,0,0.393395564,1.213208871,3.393395564,1.606604436,2,4,1.180186693,0.786791129,2.819813307,0,1.606604436,0,2,30.63962661,13.81981331,2.786791129,950.3933956,0,2
1,0,0.099177307,1.801645386,2.198354614,1,2,1.297531921,3,2,1.900822693,0.900822693,1,0,2,28.80164539,9.297531921,1.297531921,958.2065815,0.900822693,2
1,1,0,2,3,1,3,4,3,3,4,1,0,0,3,40,18,1,4297,0,2
1,0.232920789,0.767079211,2,3.767079211,1,2.232920789,4,7.602475268,0.698762366,2.465841577,0.232920789,0.767079211,0,1.465841577,29.26089104,27.20495054,1.767079211,4283.959653,0,2
0.315756935,0,0,2,3.052729195,1,1,4,6.421215325,2,2.684243065,0.315756935,2.36848613,0,2,23.84181242,11.05272919,1,907.052111,0,2
0.999550924,0,0,2,1.001347228,1,1,4,3.00224538,2,2.000449076,0.999550924,1.000898152,0,2,29.99595832,9.001347228,1,917.9928148,0,2
0,1,0,1,4,1,1,2,9,0,0,1,2,0,2,50,27,2,5293,0,2
0,1,0,1,4,1,1,2,9,0,0,1,2,0,2,50,27,2,5293,0,2
2,1,0,2,4,1,0,4,9,3,4,1,2,0,3,66,30,1,1908,0,2
2,1,0,2,4,1,0,4,9,3,4,1,2,0,3,66,30,1,1908,0,2
1.628363015,0.685818493,2.685818493,0,2,1,3,1.314181507,2.743273971,2.628363015,2.685818493,1.314181507,2,0.685818493,2,32.34108562,48,1.685818493,10698.97262,0,2
0.393901824,1,1.181705473,0.606098176,3.212196351,1.606098176,3,2.818294527,2.181705473,2,3,1.606098176,2,0.393901824,2,34.27317811,48,2.606098176,10558.55081,0,2
0,0.190794448,0,2,4,1,2.190794448,2.381588895,7.855233314,1.190794448,3.190794448,0.381588895,1.190794448,1.618411105,2.190794448,40.05271116,41.13139988,1,7719.343001,0,2
2.234906351,1,0,1.255031216,2.510062433,1,0.765093649,4,0.765093649,3.489937567,2.510062433,1.255031216,1.255031216,0,2.255031216,32.14087406,29.87925081,1.744968784,7857.550312,0,2
1.477993612,0.761003194,3.044012775,2,1.238996806,1,0.477993612,2.477993612,4,2,2.238996806,1,2.761003194,0,2,24.28300958,11.28300958,1,1482.566019,0,2
1.937264569,0.531367715,2.125470861,2,1.468632285,1,0.937264569,2.937264569,4,2,2.468632285,1,2.531367715,0,2,23.59410315,10.59410315,1,1481.188206,0,2
1.253765085,0,0,2,2.373117457,1,2,3.253765085,3.626882543,2,2,1,2,0.373117457,2,31.96987932,29.28388577,1,4188.732305,0,2
1.534618063,0,0,2,2,1,2,4,2.13847225,2.930763875,1.069236125,1,2.465381937,0,2.465381937,26.93076387,33.20770838,1.465381937,4228.149896,0,2
0,0,0,1,2,2,2,4,4,2,0,1,2,0,3,30,24,1,1823,0,2
2.911479588,0,0,1.970493196,1.029506804,1.029506804,0.059013608,4,3.029506804,2.970493196,2.911479588,1,1.029506804,0,2.029506804,22.23605443,18.17704082,1,1808.442602,0,2
1,0.745589898,3.236769693,0,2,1,1.254410102,1.763230307,4.526460614,2,4,0.745589898,0.745589898,0,1.745589898,34.15876368,14.28969092,1.254410102,2763.272051,0,2
0.142532309,0,0.142532309,0,2,1.857467691,1.142532309,2.285064618,3.855193853,2,4,0.857467691,1.714935382,0,1.857467691,43.85064618,33.86201537,1.142532309,2719.839277,0,2
0,0,3.764515585,0.117742207,2.117742207,1,1.941128896,4,0.47096883,2,3.941128896,0.941128896,1.117742207,0,2,28.52903117,23.29354676,1,914.2346757,0,2
0,0,4,1.865018703,2,1,2,4,0,2,2.134981297,1,2.865018703,0,2,23.40494389,12.80988778,1,901.0123597,0,2
0.291618327,0,0,1.416763346,4,1.708381673,2.708381673,2.708381673,1.583236654,1.166473308,3.125145019,1.708381673,1.708381673,0,1.708381673,24.29161833,41.00116015,1.708381673,4643.202001,0,2
2.524521637,0.841507212,2.524521637,2,3.158492788,1.158492788,1.316985576,2.158492788,7.732057697,1.683014424,2.316985576,1.158492788,2,0,2.841507212,49.24521637,27.80382691,2.841507212,4593.218899,0,2
2.392948938,0,0,2,4,1,0.202350354,3.202350354,4.607051062,2,0.202350354,0.202350354,1,0.797649646,2,22.20235035,15.57179575,1,436.0352553,0,2
1.9440579,0,0,2,4,1,0.3519807,3.3519807,5.0559421,2,0.3519807,0.3519807,1,0.6480193,2,22.3519807,13.7762316,1,438.2797105,0,2
0.771451673,0,0,0.457096654,1.771451673,1,3,4,0.914193309,1.771451673,2,1.228548327,0.771451673,1.542903346,2,25.14274164,25.88613011,1,2149.771452,0,2
0.633915315,0,0,0.73216937,1.633915315,1,3,4,1.46433874,1.633915315,2,1.366084685,0.633915315,1.26783063,2,25.83042343,23.41047567,1,2149.633915,0,2
0,0.807343462,0,2,1,1,2.192656538,2.385313076,8.03671731,2.614686924,2.807343462,1.192656538,1.614686924,0,2,24.96328269,31.37624309,1.807343462,2145.770626,0,2
0.458139838,0,0,1.083720323,1.458139838,1,3,4,2.167440647,1.458139838,2,1.541860162,0.458139838,0.916279677,2,26.70930081,20.24651709,1,2149.45814,0,2
1.618631539,0,1.237263078,1.381368461,3,2,1.69068423,4,4,2.618631539,4,1,1.69068423,0,1.69068423,35.76273692,14.07205269,1,800.4534212,0,2
1,0,0,2,3,2,2,4,4,2,4,1,2,0,2,37,15,1,802,0,2
0.675743601,1,0.675743601,2,1.972769198,1,2.351487201,3.027230802,2.027230802,2,1.972769198,0.324256399,1.351487201,0.675743601,3,34.18810239,28.86635921,1,9015.841642,0.324256399,2
0,1,0,2,3.697431407,1,1.100856198,1.100856198,0,2,3.899143802,1,0.201712395,0,2.899143802,42.88201985,16.21883635,1,9007.550866,0.899143802,2
1,0,0,2,4,1,0,4,4,2,3,1,2,0,2,28,48,2,3060,0,2
0.681235764,0,0,2,4,1,0.318764236,3.362471528,3.681235764,2,2.362471528,1,1.362471528,0,1.681235764,28.95629271,42.26224375,1.681235764,3075.300683,0,2
3,0.228745003,0.228745003,2,3.542509994,1,1,1.457490006,3.914980013,2,1.228745003,1,1.228745003,0,2.228745003,33.82996003,8.058705028,1,4613.74494,0,2
3,0,0,2,4,1,1,1,3,2,1,1,1,0,2,32,6,1,4611,0,2
0,0,0,1.151921783,3.696156433,1,0.303843567,3.54423465,3.392312866,2.848078217,1,1,2.696156433,0,1.848078217,44.20195541,23.0884693,1,1016.707754,0,2
0.695039434,0,2.780157734,1.695039434,2.609921133,1,0.695039434,4,1.219842266,2.304960566,1.695039434,1,1.609921133,0,2,37.5744085,19.8297634,1,1036.51071,0,2
1.037793083,0.981103458,0,2,3.943310375,1,2,1,1.151172333,2.018896542,1,0.018896542,2.943310375,0,2.981103458,28,36,1.018896542,9401.287998,0,2
0.834196756,1,0,2,3.502590269,1,2,1.165803244,0.834196756,2,1.331606487,0.165803244,2.834196756,0,2.834196756,27.33678703,36,1,9376.942988,0,2
0.85636745,1,0,2,2.287265101,1,2,1.430897651,2.712734899,2.287265101,1.287265101,1,1.14363255,0,2,25.7127349,46.2764094,1.14363255,9912.457626,0,2
0.419501948,1,0,1.419501948,3.160996103,1.580498052,2.580498052,2.741494155,1.839003897,2,2.160996103,1.580498052,1.580498052,0,2,33.54647467,48,2.160996103,10155.62784,0,2
0.198741864,0.198741864,0,2,3.403774408,1.801258136,2.801258136,4,0.794967456,1.602516272,2.801258136,1.801258136,1.801258136,0,2,45.20503254,45.61509763,1,3905.759783,0,2
1,1,0,2,1.83203906,1.83203906,2,4,8.1601953,1.66407812,2,1,1.83203906,0,2,37.00776564,28.51164846,1,3896.356336,0,2
1.348660585,0.651339415,1.39464234,1.30267883,3.30267883,1.348660585,1.30267883,3.348660585,0,2.69732117,1.69732117,1,1.348660585,0,1,29.18392702,24,1.348660585,1351.164734,0,2
0.56063582,0,1.121271639,0,2.71968209,1.28031791,0,4,2.878728361,2.56063582,2.28031791,1,2.71968209,0,1.71968209,29.08349701,19.68190746,1.28031791,1344.719682,0,2
3,0,0.503167608,1.496832392,1.251583804,1,2.251583804,1.251583804,6.735745764,3.251583804,1.251583804,1.251583804,0.503167608,0,2,32.02534086,39.01900565,1.748416196,9711.629011,0,2
3,0,2,0,2,1,3,2,0,4,2,2,2,0,2,44,48,1,10127,0,2
2.743796451,0.085401183,0.085401183,0.170802366,3.914598817,1.914598817,2.085401183,4,6.743796451,2,3.743796451,1,2.085401183,0,1,40.31679054,12,1,719.6832095,0,2
0,0.76466676,0.76466676,2,2.529333521,1,2.294000281,4,4.705999719,2,0.76466676,1,2.529333521,0,0.76466676,31.58800056,13.41199944,1,732.4126645,0,2
0.597026069,0.402973931,0,2,3.597026069,1,0.805947861,3.402973931,1.791078208,2,1.597026069,0.597026069,1,0,2,23.59702607,12.02973931,1,1228.537547,0,2
1,0,0,2,2.061689198,1,1.938310802,3.969155401,3.969155401,3.938310802,2,1,2.938310802,0,2,32.72239861,17.69155401,1,1244.753243,0,2
0.097659804,0,0.902340196,1.804680393,1.195319607,1,1.097659804,3.804680393,3.609360786,2,3,1,3,0,1.902340196,20.48829902,12,1,675.0742578,0,2
0.501804862,0.498195138,0,0,2.501804862,1,2,2.996390276,0,1.501804862,2.003609724,1,2.501804862,0,1.498195138,35.4620979,12,1.498195138,690.9783417,0,2
1.039919204,0,0,0,3.306720531,1,1.653360265,3.306720531,1.960080796,2.039919204,3.653360265,1,2,0,2,31,29.76048478,1.346639735,2756.052552,0,2
0,0,0,0,4,1,2,4,3,1,4,1,2,0,2,31,36,1,2746,0,2
0.522599511,0,0.954800979,2,2.954800979,1,2,2.567798532,1.432201468,4,0.954800979,1,2.045199021,0,2.522599511,25.61299755,31.43220147,2,4264.276816,0,2
0.170415835,0,1.659168331,2,3.659168331,1,2,1.511247504,2.488752496,4,1.659168331,1,1.340831669,0,2.170415835,23.85207917,32.4887525,2,4275.546693,0,2
0,0,0,2,3,1,1,4,4,2,1,1,0,0,2,32,24,1,1938,0,2
0.017377953,0,0,2,2.982622047,1,0.982622047,3.965244093,3.982622047,2.034755907,1,1,0.034755907,0,1.982622047,31.98262205,23.89573228,1.017377953,1937.82622,0,2
2.156057018,0,0.718685673,1.437371345,2.562628655,1,0.562628655,4,6.156057018,3.437371345,2,0.718685673,1,0,2,28.59342836,18,2,1869.063658,0,2
2.097932786,0.300689071,0.699310929,2,2.601378143,1,0.601378143,4,4.8951765,3.398621857,1.699310929,1,1,0,2,31.20275629,23.41240329,1.699310929,1857.38484,0,2
0,0,0,0,4,2,3,3,3,0,4,0,2,0,2,23,24,2,4110,0,2
0.063198461,0.063198461,0,0.126396921,3.936801539,1.936801539,2.936801539,3,3,0.126396921,3.936801539,0.063198461,1.873603079,0,2,24.26396921,24,1.936801539,4106.650482,0,2
0,1,0,2,4,1,0,1,3,4,2,0,0,0,3,44,6,1,3384,0,2
0,1,0,2,2.415505238,1,0.792247381,3.376742142,3,2.415505238,3.584494762,0,1.584494762,0,3,40.0387631,20.26045285,1,3353.102352,0,2
0,0,2.369179796,2,2,1,2,4,4.456393265,2,2,0.543606735,1,0,1.456393265,28.34885388,19.89246061,1,1278.805247,0,2
0,0,2.001153898,2,2.999423051,1,2,3.000576949,4.000576949,2,2,0,1,0,2,22.0011539,13.50086542,1,1278.497981,0,2
1,0,2.572739409,2,3.142420197,2,2.715159606,3.715159606,7.284840394,3.715159606,4,1.857579803,1.857579803,0,2,32.99694138,10.70904236,1.857579803,1143.40585,0,2
0.801669798,0,2.405009394,2,3,1.801669798,2.405009394,4,6.801669798,3.206679191,3.801669798,1.801669798,2,0,2,31.20667919,9.594990606,2,1130.446754,0,2
0.675878503,0,0,2,2,1,2,1,2.02763551,2,1.675878503,1,1,0,1.675878503,27.05527102,11.91709347,1,964.5100654,0.675878503,2
1,0,0,2,2,1,2,1,3,2,2,1,1,0,2,29,9,1,959,1,2
0.084081328,0.915918672,0,2,2.168162657,1,1.168162657,4,4.252243985,0.252243985,2.168162657,0.168162657,2,0,2,29.84978922,15.02692782,1.915918672,6201.102033,0,2
0,1,0,2,3.340392722,1,2.340392722,4,1.989410916,2.680785445,3.340392722,1.340392722,2,0,2,40.0635345,36.127069,2,6287.46592,0,2
1,0,0,1.951392517,3.902785034,1,0,3.048607483,2.85417755,2,1.951392517,1,1.048607483,0,1.951392517,23.95139252,8.777719732,1,1237.437467,0,2
1,0,0.221858555,1.221858555,2,1,0.221858555,3.556282891,0,1.778141445,1.221858555,0.778141445,2.221858555,0,1.221858555,23.44371711,22.00327301,1,1249.993454,0,2
2.941663786,1,0,1.970831893,2,1,1.941663786,3.941663786,4.145840536,3,2,1,1.941663786,0,3,26.11667243,36,2,4462.766655,0,2
3,1,2.471796023,2,2.823932008,1,1.176067992,2.352135984,8.119660039,2.176067992,2,1,2,0,3,49.07009622,26.11281591,2.823932008,4568.463297,0,2
0,0.747134165,0,2,4,1,0,4,3.747134165,2,1.50573167,0.747134165,1,0,2,31.96560998,25.51719501,1,2430.655427,0,2
0,0,0,2,4,1,0,4,3,2,3,0,1,0,2,23,30,1,2406,0,2
0.430802586,0,0.861605171,2,1.430802586,1,1.569197414,4,3.430802586,2.861605171,0.861605171,1,2,0,0.430802586,24.13839483,21.87722327,1.430802586,2493.247722,0,2
0.276629388,0,0.553258776,2,1.276629388,1,1.723370612,4,3.276629388,2.553258776,0.553258776,1,2,0,0.276629388,24.44674122,20.48966449,1.276629388,2486.001581,0,2
0,0,0,2,2,2,2,4,3,2,4,1,2,0,2,42,36,1,3446,0,2
0.242389237,0,0.242389237,2,2.484778475,1.757610763,2,3.515221525,3,2,3.515221525,0.757610763,1.757610763,0.242389237,2,36.90982602,34.54566458,1,3444.788054,0,2
0,0,0,2,4,1,2,2,9,1,3,0,1,2,2,37,48,1,7685,0,2
0,0,0,2,4,1,2,2,9,1,3,0,1,2,2,37,48,1,7685,0,2
1,0,0.416964725,1.166070551,2.250894174,1.416964725,1.250894174,2.250894174,1.667858899,2.833929449,2.749105826,0.416964725,0.833929449,0,2,42.6642822,17.0035767,2,1220.081247,0,2
1,0,0.803905291,0.392189419,3.411715872,1.803905291,2.411715872,3.411715872,3.215621163,3.607810581,1.588284128,0.803905291,1.607810581,0,2,39.56875767,21.64686349,2,1217.372663,0,2
